sample_id,drone_type,distance_m,true_distance_m,image_path,label_path,image_width,image_height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,weather,time_of_day,bbox_only__inner50_median__object_depth,bbox_width_px,bbox_height_px,bbox_width_norm,bbox_height_norm,bbox_area_ratio,bbox_aspect_ratio,bbox_center_x_norm,bbox_center_y_norm
Vestfold::IMG_0307_JPG.rf.f545d66f1505028e95b39120f11ccb2e.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0307_JPG.rf.f545d66f1505028e95b39120f11ccb2e.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0307_JPG.rf.f545d66f1505028e95b39120f11ccb2e.txt,1920,1080,748,281,806,306,unknown,unknown,2.5164580345,58.0,25.0,0.0302083333,0.0231481481,0.000699267,2.32,0.4046875,0.2717592593
Vestfold::IMG_0308_JPG.rf.c9ec4be4629f60f28ac4d25f886216f0.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0308_JPG.rf.c9ec4be4629f60f28ac4d25f886216f0.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0308_JPG.rf.c9ec4be4629f60f28ac4d25f886216f0.txt,1920,1080,744,280,801,304,unknown,unknown,2.4299068451,57.0,24.0,0.0296875,0.0222222222,0.0006597222,2.375,0.40234375,0.2703703704
Vestfold::IMG_0309_JPG.rf.338a1c87e14d49ff4d9c48a58f4e3fac.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0309_JPG.rf.338a1c87e14d49ff4d9c48a58f4e3fac.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0309_JPG.rf.338a1c87e14d49ff4d9c48a58f4e3fac.txt,1920,1080,740,276,801,301,unknown,unknown,2.1718029976,61.0,25.0,0.0317708333,0.0231481481,0.000735436,2.44,0.4013020833,0.2671296296
Vestfold::IMG_0310_JPG.rf.fec32bf364f4af91ec91a41e922e1148.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0310_JPG.rf.fec32bf364f4af91ec91a41e922e1148.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0310_JPG.rf.fec32bf364f4af91ec91a41e922e1148.txt,1920,1080,740,274,799,303,unknown,unknown,2.5055856705,59.0,29.0,0.0307291667,0.0268518519,0.000825135,2.0344827586,0.40078125,0.2671296296
Vestfold::IMG_0311_JPG.rf.6dca22224e183a55dcbc56b112239907.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0311_JPG.rf.6dca22224e183a55dcbc56b112239907.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0311_JPG.rf.6dca22224e183a55dcbc56b112239907.txt,1920,1080,739,277,797,303,unknown,unknown,2.7170777321,58.0,26.0,0.0302083333,0.0240740741,0.0007272377,2.2307692308,0.4,0.2685185185
Vestfold::IMG_0312_JPG.rf.7a820b7b8092db365f804981f4572d1d.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0312_JPG.rf.7a820b7b8092db365f804981f4572d1d.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0312_JPG.rf.7a820b7b8092db365f804981f4572d1d.txt,1920,1080,740,281,797,307,unknown,unknown,2.6393678188,57.0,26.0,0.0296875,0.0240740741,0.0007146991,2.1923076923,0.4002604167,0.2722222222
Vestfold::IMG_0313_JPG.rf.6ea396be15def2eae042df92b682bfd0.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0313_JPG.rf.6ea396be15def2eae042df92b682bfd0.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0313_JPG.rf.6ea396be15def2eae042df92b682bfd0.txt,1920,1080,741,285,789,308,unknown,unknown,3.0159029961,48.0,23.0,0.025,0.0212962963,0.0005324074,2.0869565217,0.3984375,0.274537037
Vestfold::IMG_0314_JPG.rf.be264a2f6c1e1d52b5a42f35ab8e02b8.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0314_JPG.rf.be264a2f6c1e1d52b5a42f35ab8e02b8.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0314_JPG.rf.be264a2f6c1e1d52b5a42f35ab8e02b8.txt,1920,1080,743,287,790,308,unknown,unknown,2.9509558678,47.0,21.0,0.0244791667,0.0194444444,0.0004759838,2.2380952381,0.39921875,0.275462963
Vestfold::IMG_0315_JPG.rf.af53b559b06dd5756e8630661b650e92.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0315_JPG.rf.af53b559b06dd5756e8630661b650e92.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0315_JPG.rf.af53b559b06dd5756e8630661b650e92.txt,1920,1080,737,286,796,309,unknown,unknown,2.4975063801,59.0,23.0,0.0307291667,0.0212962963,0.0006544174,2.5652173913,0.39921875,0.275462963
Vestfold::IMG_0316_JPG.rf.a253fe761279c35b9842c93f745ca62f.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0316_JPG.rf.a253fe761279c35b9842c93f745ca62f.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0316_JPG.rf.a253fe761279c35b9842c93f745ca62f.txt,1920,1080,738,285,799,308,unknown,unknown,2.5022172928,61.0,23.0,0.0317708333,0.0212962963,0.0006766011,2.652173913,0.4002604167,0.274537037
Vestfold::IMG_0317_JPG.rf.5e6fde7f280b73592aa4fe78aa54394c.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0317_JPG.rf.5e6fde7f280b73592aa4fe78aa54394c.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0317_JPG.rf.5e6fde7f280b73592aa4fe78aa54394c.txt,1920,1080,738,285,795,308,unknown,unknown,2.1759412289,57.0,23.0,0.0296875,0.0212962963,0.0006322338,2.4782608696,0.39921875,0.274537037
Vestfold::IMG_0318_JPG.rf.8d6e887766d40dd6c9a4168ab1730dd5.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0318_JPG.rf.8d6e887766d40dd6c9a4168ab1730dd5.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0318_JPG.rf.8d6e887766d40dd6c9a4168ab1730dd5.txt,1920,1080,741,286,791,305,unknown,unknown,2.1596677303,50.0,19.0,0.0260416667,0.0175925926,0.0004581404,2.6315789474,0.3989583333,0.2736111111
Vestfold::IMG_0319_JPG.rf.ae449cb5dd86ec80419b26fa2e541cb5.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0319_JPG.rf.ae449cb5dd86ec80419b26fa2e541cb5.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0319_JPG.rf.ae449cb5dd86ec80419b26fa2e541cb5.txt,1920,1080,734,286,791,306,unknown,unknown,1.9789783955,57.0,20.0,0.0296875,0.0185185185,0.0005497685,2.85,0.3971354167,0.2740740741
Vestfold::IMG_0320_JPG.rf.317f2ed5d308625040e1db67bcc82c06.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0320_JPG.rf.317f2ed5d308625040e1db67bcc82c06.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0320_JPG.rf.317f2ed5d308625040e1db67bcc82c06.txt,1920,1080,735,285,796,308,unknown,unknown,2.4531414509,61.0,23.0,0.0317708333,0.0212962963,0.0006766011,2.652173913,0.3986979167,0.274537037
Vestfold::IMG_0321_JPG.rf.f5d31a9253b921dbbc74b9ffc51099d0.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0321_JPG.rf.f5d31a9253b921dbbc74b9ffc51099d0.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0321_JPG.rf.f5d31a9253b921dbbc74b9ffc51099d0.txt,1920,1080,739,284,797,309,unknown,unknown,2.7128133774,58.0,25.0,0.0302083333,0.0231481481,0.000699267,2.32,0.4,0.274537037
Vestfold::IMG_0322_JPG.rf.0ae30fecbd3fefe4863d15e24c10f0f0.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0322_JPG.rf.0ae30fecbd3fefe4863d15e24c10f0f0.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0322_JPG.rf.0ae30fecbd3fefe4863d15e24c10f0f0.txt,1920,1080,746,285,800,308,unknown,unknown,2.8758397102,54.0,23.0,0.028125,0.0212962963,0.0005989583,2.347826087,0.4026041667,0.274537037
Vestfold::IMG_0323_JPG.rf.37da55bbed4ee8faa15a86cd370acf67.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0323_JPG.rf.37da55bbed4ee8faa15a86cd370acf67.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0323_JPG.rf.37da55bbed4ee8faa15a86cd370acf67.txt,1920,1080,744,284,794,309,unknown,unknown,3.0884690285,50.0,25.0,0.0260416667,0.0231481481,0.0006028164,2.0,0.4005208333,0.274537037
Vestfold::IMG_0324_JPG.rf.05e147e5262b1d0e2bf04549d0822cde.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0324_JPG.rf.05e147e5262b1d0e2bf04549d0822cde.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0324_JPG.rf.05e147e5262b1d0e2bf04549d0822cde.txt,1920,1080,739,284,798,308,unknown,unknown,2.5657162666,59.0,24.0,0.0307291667,0.0222222222,0.0006828704,2.4583333333,0.4002604167,0.2740740741
Vestfold::IMG_0325_JPG.rf.e7e37aa8495d00ff99d0d0f650e253f6.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0325_JPG.rf.e7e37aa8495d00ff99d0d0f650e253f6.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0325_JPG.rf.e7e37aa8495d00ff99d0d0f650e253f6.txt,1920,1080,736,283,797,309,unknown,unknown,2.0331504345,61.0,26.0,0.0317708333,0.0240740741,0.0007648534,2.3461538462,0.39921875,0.2740740741
Vestfold::IMG_0326_JPG.rf.2491fd8bcee2b1f9f69c4643233a3ca0.jpg,Vestfold,20.0,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\images\IMG_0326_JPG.rf.2491fd8bcee2b1f9f69c4643233a3ca0.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_20m\labels\IMG_0326_JPG.rf.2491fd8bcee2b1f9f69c4643233a3ca0.txt,1920,1080,734,281,795,305,unknown,unknown,2.2856736183,61.0,24.0,0.0317708333,0.0222222222,0.0007060185,2.5416666667,0.3981770833,0.2712962963
Vestfold::IMG_0327_JPG.rf.ddba1db1c7698107af9bcfdfbb8809de.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0327_JPG.rf.ddba1db1c7698107af9bcfdfbb8809de.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0327_JPG.rf.ddba1db1c7698107af9bcfdfbb8809de.txt,1920,1080,726,269,771,287,unknown,unknown,2.5551457405,45.0,18.0,0.0234375,0.0166666667,0.000390625,2.5,0.38984375,0.2574074074
Vestfold::IMG_0328_JPG.rf.234393ee88322f20e488d162130fbe14.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0328_JPG.rf.234393ee88322f20e488d162130fbe14.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0328_JPG.rf.234393ee88322f20e488d162130fbe14.txt,1920,1080,731,268,773,285,unknown,unknown,2.24796772,42.0,17.0,0.021875,0.0157407407,0.0003443287,2.4705882353,0.3916666667,0.2560185185
Vestfold::IMG_0329_JPG.rf.0093c7265e877d9a070500b77d2f69aa.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0329_JPG.rf.0093c7265e877d9a070500b77d2f69aa.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0329_JPG.rf.0093c7265e877d9a070500b77d2f69aa.txt,1920,1080,724,266,767,285,unknown,unknown,2.2992873192,43.0,19.0,0.0223958333,0.0175925926,0.0003940008,2.2631578947,0.38828125,0.2550925926
Vestfold::IMG_0330_JPG.rf.ff1a66cc9702fb319936a70c716a0e16.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0330_JPG.rf.ff1a66cc9702fb319936a70c716a0e16.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0330_JPG.rf.ff1a66cc9702fb319936a70c716a0e16.txt,1920,1080,724,265,768,284,unknown,unknown,2.3711173534,44.0,19.0,0.0229166667,0.0175925926,0.0004031636,2.3157894737,0.3885416667,0.2541666667
Vestfold::IMG_0331_JPG.rf.693cd688374c5569ddd4afad1632eb14.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0331_JPG.rf.693cd688374c5569ddd4afad1632eb14.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0331_JPG.rf.693cd688374c5569ddd4afad1632eb14.txt,1920,1080,724,266,771,285,unknown,unknown,2.284165144,47.0,19.0,0.0244791667,0.0175925926,0.000430652,2.4736842105,0.3893229167,0.2550925926
Vestfold::IMG_0332_JPG.rf.98f19b98a6f2ec7e104caf59e049bc13.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0332_JPG.rf.98f19b98a6f2ec7e104caf59e049bc13.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0332_JPG.rf.98f19b98a6f2ec7e104caf59e049bc13.txt,1920,1080,721,266,769,284,unknown,unknown,2.3182239532,48.0,18.0,0.025,0.0166666667,0.0004166667,2.6666666667,0.3880208333,0.2546296296
Vestfold::IMG_0333_JPG.rf.9e88fab8142a380705ddb118e2f280b2.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0333_JPG.rf.9e88fab8142a380705ddb118e2f280b2.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0333_JPG.rf.9e88fab8142a380705ddb118e2f280b2.txt,1920,1080,719,265,768,284,unknown,unknown,2.3538815975,49.0,19.0,0.0255208333,0.0175925926,0.0004489776,2.5789473684,0.3872395833,0.2541666667
Vestfold::IMG_0334_JPG.rf.b281a84beeb0b3373d1ae07e54b8dcf2.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0334_JPG.rf.b281a84beeb0b3373d1ae07e54b8dcf2.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0334_JPG.rf.b281a84beeb0b3373d1ae07e54b8dcf2.txt,1920,1080,722,264,766,281,unknown,unknown,2.6830744743,44.0,17.0,0.0229166667,0.0157407407,0.0003607253,2.5882352941,0.3875,0.2523148148
Vestfold::IMG_0335_JPG.rf.117923d108806bc7f170092a23b63fc2.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0335_JPG.rf.117923d108806bc7f170092a23b63fc2.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0335_JPG.rf.117923d108806bc7f170092a23b63fc2.txt,1920,1080,726,263,768,280,unknown,unknown,3.118516922,42.0,17.0,0.021875,0.0157407407,0.0003443287,2.4705882353,0.3890625,0.2513888889
Vestfold::IMG_0336_JPG.rf.5cddb88809764aba416223e197cc5187.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0336_JPG.rf.5cddb88809764aba416223e197cc5187.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0336_JPG.rf.5cddb88809764aba416223e197cc5187.txt,1920,1080,724,261,763,278,unknown,unknown,2.8486194611,39.0,17.0,0.0203125,0.0157407407,0.0003197338,2.2941176471,0.3872395833,0.249537037
Vestfold::IMG_0337_JPG.rf.f2ad22fefb57ce157d61e707e12a94cf.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0337_JPG.rf.f2ad22fefb57ce157d61e707e12a94cf.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0337_JPG.rf.f2ad22fefb57ce157d61e707e12a94cf.txt,1920,1080,720,259,760,275,unknown,unknown,3.077934742,40.0,16.0,0.0208333333,0.0148148148,0.000308642,2.5,0.3854166667,0.2472222222
Vestfold::IMG_0338_JPG.rf.cb487605236daaf81dddc31251ed9faa.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0338_JPG.rf.cb487605236daaf81dddc31251ed9faa.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0338_JPG.rf.cb487605236daaf81dddc31251ed9faa.txt,1920,1080,722,257,764,273,unknown,unknown,2.50278759,42.0,16.0,0.021875,0.0148148148,0.0003240741,2.625,0.3869791667,0.2453703704
Vestfold::IMG_0339_JPG.rf.e7f8a501a17e59f28e056be661a7e062.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0339_JPG.rf.e7f8a501a17e59f28e056be661a7e062.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0339_JPG.rf.e7f8a501a17e59f28e056be661a7e062.txt,1920,1080,721,252,769,269,unknown,unknown,2.1545138359,48.0,17.0,0.025,0.0157407407,0.0003935185,2.8235294118,0.3880208333,0.2412037037
Vestfold::IMG_0340_JPG.rf.dd25097a6a77db4d273193e83d8f7ccb.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0340_JPG.rf.dd25097a6a77db4d273193e83d8f7ccb.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0340_JPG.rf.dd25097a6a77db4d273193e83d8f7ccb.txt,1920,1080,723,246,767,263,unknown,unknown,2.3421645164,44.0,17.0,0.0229166667,0.0157407407,0.0003607253,2.5882352941,0.3880208333,0.2356481481
Vestfold::IMG_0341_JPG.rf.7b64edcc4491a4a42a2c8e196ee35894.jpg,Vestfold,25.0,25.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\images\IMG_0341_JPG.rf.7b64edcc4491a4a42a2c8e196ee35894.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_25m\labels\IMG_0341_JPG.rf.7b64edcc4491a4a42a2c8e196ee35894.txt,1920,1080,726,238,768,252,unknown,unknown,2.7873067856,42.0,14.0,0.021875,0.012962963,0.0002835648,3.0,0.3890625,0.2268518519
