sample_id,drone_type,distance_m,true_distance_m,image_path,label_path,weather,time_of_day,bbox_width_px__jitter_median,bbox_width_px__jitter_std,bbox_height_px__jitter_median,bbox_height_px__jitter_std,bbox_width_norm__jitter_median,bbox_width_norm__jitter_std,bbox_height_norm__jitter_median,bbox_height_norm__jitter_std,bbox_area_ratio__jitter_median,bbox_area_ratio__jitter_std,bbox_aspect_ratio__jitter_median,bbox_aspect_ratio__jitter_std,bbox_center_x_norm__jitter_median,bbox_center_x_norm__jitter_std,bbox_center_y_norm__jitter_median,bbox_center_y_norm__jitter_std,bbox_only__inner50_median__object_depth__jitter_median,weather=clear_sky,weather=light_rain,time_of_day=10AM,time_of_day=8PM
Vestfold::IMG_0271_JPG.rf.f6a06cbc3af12ae187cacf00e469b0bc.jpg,Vestfold,10.0,10.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\images\IMG_0271_JPG.rf.f6a06cbc3af12ae187cacf00e469b0bc.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\labels\IMG_0271_JPG.rf.f6a06cbc3af12ae187cacf00e469b0bc.txt,unknown,unknown,164.0,7.48331477,68.0,3.2071349,0.08541667,0.00389756,0.06296296,0.00296957,0.00537809,0.00049939,2.41176471,0.00373849,0.36979167,0.00361916,0.23518519,0.00247464,3.34976244,0.0,0.0,0.0,0.0
Vestfold::IMG_0272_JPG.rf.26547caf2af0764f788b29148bbab480.jpg,Vestfold,10.0,10.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\images\IMG_0272_JPG.rf.26547caf2af0764f788b29148bbab480.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\labels\IMG_0272_JPG.rf.26547caf2af0764f788b29148bbab480.txt,unknown,unknown,147.0,6.41426981,67.0,3.2071349,0.0765625,0.00334077,0.06203704,0.00296957,0.00474971,0.00043489,2.19402985,0.00938962,0.36901042,0.00334077,0.23287037,0.00247464,3.37139344,0.0,0.0,0.0,0.0
Vestfold::IMG_0273_JPG.rf.433512bf32f488686edc4e33f219a0a2.jpg,Vestfold,10.0,10.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\images\IMG_0273_JPG.rf.433512bf32f488686edc4e33f219a0a2.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\labels\IMG_0273_JPG.rf.433512bf32f488686edc4e33f219a0a2.txt,unknown,unknown,170.0,7.48331477,75.0,3.2071349,0.08854167,0.00389756,0.06944444,0.00296957,0.00614873,0.00053391,2.26666667,0.0028757,0.36614583,0.00389756,0.2337963,0.00296957,3.28095841,0.0,0.0,0.0,0.0
Vestfold::IMG_0274_JPG.rf.8fe2d97388de6eacdec50d05eba401c7.jpg,Vestfold,10.0,10.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\images\IMG_0274_JPG.rf.8fe2d97388de6eacdec50d05eba401c7.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\labels\IMG_0274_JPG.rf.8fe2d97388de6eacdec50d05eba401c7.txt,unknown,unknown,192.0,8.55235974,70.0,3.2071349,0.1,0.00445435,0.06481481,0.00296957,0.00648148,0.00058604,2.74285714,0.00352581,0.36145833,0.00417596,0.23425926,0.00296957,1.67926097,0.0,0.0,0.0,0.0
Vestfold::IMG_0275_JPG.rf.2af45c75d9129cd18767f1cf8c4b1f19.jpg,Vestfold,10.0,10.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\images\IMG_0275_JPG.rf.2af45c75d9129cd18767f1cf8c4b1f19.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\labels\IMG_0275_JPG.rf.2af45c75d9129cd18767f1cf8c4b1f19.txt,unknown,unknown,177.0,7.48331477,67.0,3.2071349,0.0921875,0.00389756,0.06203704,0.00296957,0.00571904,0.00051587,2.64179104,0.0149271,0.36015625,0.00389756,0.23287037,0.00247464,1.8599112,0.0,0.0,0.0,0.0
Vestfold::IMG_0276_JPG.rf.1d96fc58574fcf17dcf1eee19c52c524.jpg,Vestfold,10.0,10.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\images\IMG_0276_JPG.rf.1d96fc58574fcf17dcf1eee19c52c524.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\labels\IMG_0276_JPG.rf.1d96fc58574fcf17dcf1eee19c52c524.txt,unknown,unknown,176.0,7.48331477,70.0,3.2071349,0.09166667,0.00389756,0.06481481,0.00296957,0.00594136,0.00052515,2.51428571,0.0083738,0.36458333,0.00389756,0.23148148,0.00296957,1.5149343,0.0,0.0,0.0,0.0
Vestfold::IMG_0277_JPG.rf.86567f2aac79d1a7378658082858af46.jpg,Vestfold,10.0,10.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\images\IMG_0277_JPG.rf.86567f2aac79d1a7378658082858af46.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_10m\labels\IMG_0277_JPG.rf.86567f2aac79d1a7378658082858af46.txt,unknown,unknown,177.0,7.48331477,67.0,3.2071349,0.0921875,0.00389756,0.06203704,0.00296957,0.00571904,0.00051587,2.64179104,0.0149271,0.36640625,0.00389756,0.23287037,0.00247464,1.90575385,0.0,0.0,0.0,0.0
Vestfold::IMG_0278_JPG.rf.ae317bcdb46dd28026492ecd9cfd9771.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0278_JPG.rf.ae317bcdb46dd28026492ecd9cfd9771.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0278_JPG.rf.ae317bcdb46dd28026492ecd9cfd9771.txt,unknown,unknown,72.0,3.2071349,32.0,1.06904497,0.0375,0.00167038,0.02962963,0.00098986,0.00111111,8.665e-05,2.25,0.02518907,0.36145833,0.00167038,0.39259259,0.00148478,2.39095116,0.0,0.0,0.0,0.0
Vestfold::IMG_0279_JPG.rf.0c147fc76a51fa8ee6dcc2cecd054a3d.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0279_JPG.rf.0c147fc76a51fa8ee6dcc2cecd054a3d.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0279_JPG.rf.0c147fc76a51fa8ee6dcc2cecd054a3d.txt,unknown,unknown,70.0,3.2071349,29.0,1.06904497,0.03645833,0.00167038,0.02685185,0.00098986,0.00097897,8.098e-05,2.4137931,0.02174983,0.40989583,0.00167038,0.39768519,0.00098986,1.89484203,0.0,0.0,0.0,0.0
Vestfold::IMG_0280_JPG.rf.eb69952e501a981b5100c82c9c5636be.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0280_JPG.rf.eb69952e501a981b5100c82c9c5636be.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0280_JPG.rf.eb69952e501a981b5100c82c9c5636be.txt,unknown,unknown,76.0,3.2071349,37.0,1.06904497,0.03958333,0.00167038,0.03425926,0.00098986,0.0013561,9.644e-05,2.05405405,0.02744,0.453125,0.00167038,0.39953704,0.00148478,1.910748,0.0,0.0,0.0,0.0
Vestfold::IMG_0281_JPG.rf.a82cb9331739f55eefba3c0dd5395b19.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0281_JPG.rf.a82cb9331739f55eefba3c0dd5395b19.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0281_JPG.rf.a82cb9331739f55eefba3c0dd5395b19.txt,unknown,unknown,77.0,3.2071349,37.0,1.06904497,0.04010417,0.00167038,0.03425926,0.00098986,0.00137394,9.696e-05,2.08108108,0.026656,0.39244792,0.00167038,0.39212963,0.00148478,1.55128109,0.0,0.0,0.0,0.0
Vestfold::IMG_0282_JPG.rf.2f133a8dfcb95faf21cbfabefe03eb3e.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0282_JPG.rf.2f133a8dfcb95faf21cbfabefe03eb3e.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0282_JPG.rf.2f133a8dfcb95faf21cbfabefe03eb3e.txt,unknown,unknown,80.0,3.2071349,37.0,1.06904497,0.04166667,0.00167038,0.03425926,0.00098986,0.00142747,9.85e-05,2.16216216,0.024304,0.390625,0.00167038,0.3875,0.00148478,1.03346729,0.0,0.0,0.0,0.0
Vestfold::IMG_0283_JPG.rf.ef1b24f11cd81270c8dfaa10c3abc917.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0283_JPG.rf.ef1b24f11cd81270c8dfaa10c3abc917.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0283_JPG.rf.ef1b24f11cd81270c8dfaa10c3abc917.txt,unknown,unknown,74.0,3.2071349,37.0,1.06904497,0.03854167,0.00167038,0.03425926,0.00098986,0.00132041,9.541e-05,2.0,0.029008,0.38802083,0.00167038,0.3875,0.00148478,1.66120267,0.0,0.0,0.0,0.0
Vestfold::IMG_0284_JPG.rf.4484a90adb55b75dde894a6bb580fb34.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0284_JPG.rf.4484a90adb55b75dde894a6bb580fb34.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0284_JPG.rf.4484a90adb55b75dde894a6bb580fb34.txt,unknown,unknown,81.0,3.2071349,38.0,2.13808994,0.0421875,0.00167038,0.03518519,0.00197971,0.00148438,0.00014239,2.13157895,0.03607621,0.39036458,0.00167038,0.38888889,0.00148478,1.80615115,0.0,0.0,0.0,0.0
Vestfold::IMG_0285_JPG.rf.19abdcde875e9760f4b463de8c98d983.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0285_JPG.rf.19abdcde875e9760f4b463de8c98d983.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0285_JPG.rf.19abdcde875e9760f4b463de8c98d983.txt,unknown,unknown,84.0,3.2071349,35.0,1.06904497,0.04375,0.00167038,0.03240741,0.00098986,0.00141782,9.747e-05,2.4,0.01840795,0.38958333,0.00194878,0.39212963,0.00148478,1.81865644,0.0,0.0,0.0,0.0
Vestfold::IMG_0286_JPG.rf.708327ea47cbd90368d68ed78839e2cc.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0286_JPG.rf.708327ea47cbd90368d68ed78839e2cc.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0286_JPG.rf.708327ea47cbd90368d68ed78839e2cc.txt,unknown,unknown,78.0,3.2071349,34.0,1.06904497,0.040625,0.00167038,0.03148148,0.00098986,0.00127894,9.284e-05,2.29411765,0.02229928,0.38802083,0.00167038,0.39259259,0.00148478,1.78469133,0.0,0.0,0.0,0.0
Vestfold::IMG_0287_JPG.rf.044c2876a668f0c73a925bf210c7df72.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0287_JPG.rf.044c2876a668f0c73a925bf210c7df72.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0287_JPG.rf.044c2876a668f0c73a925bf210c7df72.txt,unknown,unknown,80.0,3.2071349,35.0,1.06904497,0.04166667,0.00167038,0.03240741,0.00098986,0.00135031,9.541e-05,2.28571429,0.02191423,0.38645833,0.00167038,0.39398148,0.00148478,1.92332268,0.0,0.0,0.0,0.0
Vestfold::IMG_0288_JPG.rf.df13b783989367bb66ba77c0699978b0.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0288_JPG.rf.df13b783989367bb66ba77c0699978b0.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0288_JPG.rf.df13b783989367bb66ba77c0699978b0.txt,unknown,unknown,78.0,3.2071349,30.0,1.06904497,0.040625,0.00167038,0.02777778,0.00098986,0.00112847,8.665e-05,2.6,0.01434027,0.38645833,0.00167038,0.38888889,0.00098986,2.11677599,0.0,0.0,0.0,0.0
Vestfold::IMG_0289_JPG.rf.00f6b8fcad598f52188e3b377a5911a2.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0289_JPG.rf.00f6b8fcad598f52188e3b377a5911a2.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0289_JPG.rf.00f6b8fcad598f52188e3b377a5911a2.txt,unknown,unknown,78.0,3.2071349,30.0,1.06904497,0.040625,0.00167038,0.02777778,0.00098986,0.00112847,8.665e-05,2.6,0.01434027,0.3875,0.00167038,0.39166667,0.00098986,2.22398567,0.0,0.0,0.0,0.0
Vestfold::IMG_0290_JPG.rf.cd8f0e99c3adf3e2ad0b4237a4037771.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0290_JPG.rf.cd8f0e99c3adf3e2ad0b4237a4037771.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0290_JPG.rf.cd8f0e99c3adf3e2ad0b4237a4037771.txt,unknown,unknown,70.0,3.2071349,29.0,1.06904497,0.03645833,0.00167038,0.02685185,0.00098986,0.00097897,8.098e-05,2.4137931,0.02174983,0.3859375,0.00167038,0.39027778,0.00098986,2.19505811,0.0,0.0,0.0,0.0
Vestfold::IMG_0291_JPG.rf.c8a8834c5b0850c624554267b72f716a.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0291_JPG.rf.c8a8834c5b0850c624554267b72f716a.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0291_JPG.rf.c8a8834c5b0850c624554267b72f716a.txt,unknown,unknown,80.0,3.2071349,32.0,1.06904497,0.04166667,0.00167038,0.02962963,0.00098986,0.00123457,9.077e-05,2.5,0.01679271,0.38541667,0.00167038,0.39259259,0.00148478,2.19601393,0.0,0.0,0.0,0.0
Vestfold::IMG_0292_JPG.rf.4e6375e3dc0e63f578119a661c6bc113.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0292_JPG.rf.4e6375e3dc0e63f578119a661c6bc113.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0292_JPG.rf.4e6375e3dc0e63f578119a661c6bc113.txt,unknown,unknown,70.0,3.2071349,35.0,1.06904497,0.03645833,0.00167038,0.03240741,0.00098986,0.00118152,9.026e-05,2.0,0.03067992,0.38697917,0.00167038,0.39583333,0.00148478,2.14071131,0.0,0.0,0.0,0.0
Vestfold::IMG_0293_JPG.rf.57be0d01188a0c769c40268966dcd24e.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0293_JPG.rf.57be0d01188a0c769c40268966dcd24e.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0293_JPG.rf.57be0d01188a0c769c40268966dcd24e.txt,unknown,unknown,70.0,3.2071349,36.0,1.06904497,0.03645833,0.00167038,0.03333333,0.00098986,0.00121528,9.181e-05,1.94444444,0.03147714,0.38802083,0.00167038,0.39814815,0.00148478,2.46050453,0.0,0.0,0.0,0.0
Vestfold::IMG_0294_JPG.rf.33793ae30a3e1d26677f76b43e0d6a90.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0294_JPG.rf.33793ae30a3e1d26677f76b43e0d6a90.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0294_JPG.rf.33793ae30a3e1d26677f76b43e0d6a90.txt,unknown,unknown,66.0,3.2071349,33.0,1.06904497,0.034375,0.00167038,0.03055556,0.00098986,0.00105035,8.511e-05,2.0,0.03255736,0.3828125,0.00139199,0.39953704,0.00148478,1.92314279,0.0,0.0,0.0,0.0
Vestfold::IMG_0295_JPG.rf.6e352b64f61a84031eec34a4554ca8e7.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0295_JPG.rf.6e352b64f61a84031eec34a4554ca8e7.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0295_JPG.rf.6e352b64f61a84031eec34a4554ca8e7.txt,unknown,unknown,90.0,4.27617987,37.0,1.06904497,0.046875,0.00222718,0.03425926,0.00098986,0.0016059,0.00012275,2.43243243,0.045472,0.3921875,0.00194878,0.40138889,0.00148478,1.9330368,0.0,0.0,0.0,0.0
Vestfold::IMG_0296_JPG.rf.59453881b624223e5acccb97eac6ec1e.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0296_JPG.rf.59453881b624223e5acccb97eac6ec1e.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0296_JPG.rf.59453881b624223e5acccb97eac6ec1e.txt,unknown,unknown,78.0,3.2071349,32.0,1.06904497,0.040625,0.00167038,0.02962963,0.00098986,0.0012037,8.974e-05,2.4375,0.0188918,0.390625,0.00167038,0.40277778,0.00148478,1.78033447,0.0,0.0,0.0,0.0
Vestfold::IMG_0297_JPG.rf.af5c8aa185bd3b90ff042acf6591a0b4.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0297_JPG.rf.af5c8aa185bd3b90ff042acf6591a0b4.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0297_JPG.rf.af5c8aa185bd3b90ff042acf6591a0b4.txt,unknown,unknown,92.0,4.27617987,41.0,2.13808994,0.04791667,0.00222718,0.03796296,0.00197971,0.00181906,0.00017955,2.24390244,0.01288496,0.39270833,0.00194878,0.40046296,0.00148478,1.5423255,0.0,0.0,0.0,0.0
Vestfold::IMG_0298_JPG.rf.f9383137fe293b7c5ec19d4c6ec9658a.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0298_JPG.rf.f9383137fe293b7c5ec19d4c6ec9658a.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0298_JPG.rf.f9383137fe293b7c5ec19d4c6ec9658a.txt,unknown,unknown,74.0,3.2071349,43.0,2.13808994,0.03854167,0.00167038,0.03981481,0.00197971,0.00153453,0.0001429,1.72093023,0.0111154,0.38802083,0.00167038,0.40416667,0.00148478,2.06206512,0.0,0.0,0.0,0.0
Vestfold::IMG_0299_JPG.rf.de3156b49214807e247e4b2fc42f6f25.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0299_JPG.rf.de3156b49214807e247e4b2fc42f6f25.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0299_JPG.rf.de3156b49214807e247e4b2fc42f6f25.txt,unknown,unknown,84.0,3.2071349,31.0,1.06904497,0.04375,0.00167038,0.0287037,0.00098986,0.00125579,9.129e-05,2.70967742,0.01006865,0.39166667,0.00194878,0.39675926,0.00098986,2.0893538,0.0,0.0,0.0,0.0
Vestfold::IMG_0300_JPG.rf.0f0533ccc94fa3b672dc12539c366ca4.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0300_JPG.rf.0f0533ccc94fa3b672dc12539c366ca4.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0300_JPG.rf.0f0533ccc94fa3b672dc12539c366ca4.txt,unknown,unknown,70.0,3.2071349,28.0,1.06904497,0.03645833,0.00167038,0.02592593,0.00098986,0.00094522,7.944e-05,2.5,0.01922292,0.38854167,0.00167038,0.39814815,0.00098986,2.21250725,0.0,0.0,0.0,0.0
Vestfold::IMG_0301_JPG.rf.b0bfb23bce15c7417de2d672de5521dd.jpg,Vestfold,15.0,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\images\IMG_0301_JPG.rf.b0bfb23bce15c7417de2d672de5521dd.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Vestfold\distance_15m\labels\IMG_0301_JPG.rf.b0bfb23bce15c7417de2d672de5521dd.txt,unknown,unknown,75.0,3.2071349,30.0,1.06904497,0.0390625,0.00167038,0.02777778,0.00098986,0.00108507,8.511e-05,2.5,0.01792534,0.38671875,0.00167038,0.39166667,0.00098986,2.80369282,0.0,0.0,0.0,0.0
